"CVEGEO","POB_0a2","POB_3a5","POB_6a11","POB_12a14","POB_15a19","POB_20a59","POB_60ymas","POBM_0a2","POBM_3a5","POBM_6a11","POBM_12a14","POBM_15a19","POBM_20a59","POBM_60ymas","POBF_0a2","POBF_3a5","POBF_6a11","POBF_12a14","POBF_15a19","POBF_20a59","POBF_60ymas"
"130060007",14,22,45,16,18,169,58,5,12,25,8,14,86,30,9,10,20,8,4,83,28
"130060008",1,0,3,6,8,40,16,0,0,1,4,5,21,8,1,0,2,2,3,19,8
"130060009",23,16,51,26,38,213,97,14,10,23,18,20,94,44,9,6,28,8,18,119,53
"130060010",5,6,12,8,7,94,46,1,3,5,3,3,51,19,4,3,7,5,4,43,27
"130060011",1,4,6,4,2,29,4,1,3,3,2,2,13,2,0,1,3,2,0,16,2
"130060012",35,28,72,42,47,299,70,17,10,30,21,26,143,36,18,18,42,21,21,156,34
"130060014",20,30,86,39,51,327,81,11,16,44,21,23,156,36,9,14,42,18,28,171,45
"130060015",1,1,1,0,2,14,3,1,1,0,0,1,7,1,0,0,1,0,1,7,2
"130060016",1,2,3,0,2,8,2,0,2,1,0,0,4,1,1,0,2,0,2,4,1
"130060017",1,6,11,10,3,55,36,1,3,5,5,1,27,17,0,3,6,5,2,28,19
"130060018",0,1,4,2,12,34,30,0,0,0,1,5,15,15,0,1,4,1,7,19,15
"130060020",1,0,7,5,8,33,14,0,0,3,2,5,14,6,1,0,4,3,3,19,8
"130060021",20,14,31,20,25,146,48,8,5,15,11,11,67,26,12,9,16,9,14,79,22
"130060022",0,4,6,3,5,28,23,0,3,1,2,3,14,13,0,1,5,1,2,14,10
"130060023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130060024",4,5,15,7,11,77,32,3,1,8,4,6,39,17,1,4,7,3,5,38,15
"130060025",3,3,6,5,9,34,14,1,1,3,3,4,15,6,2,2,3,2,5,19,8
"130060027",5,7,33,8,19,100,53,4,3,19,4,13,51,22,1,4,14,4,6,49,31
"130060028",13,19,35,17,36,163,44,7,10,17,8,17,79,19,6,9,18,9,19,84,25
"130060029",16,29,69,40,44,307,87,10,15,39,16,24,147,35,6,14,30,24,20,160,52
"130060030",18,18,31,17,27,193,94,14,12,12,8,17,85,49,4,6,19,9,10,108,45
"130060031",24,31,95,50,47,376,178,13,12,55,19,23,168,78,11,19,40,31,24,208,100
"130060032",7,11,26,13,17,107,40,3,6,9,8,7,49,21,4,5,17,5,10,58,19
"130060033",27,30,83,33,61,334,109,13,12,38,14,28,165,51,14,18,45,19,33,169,58
"130060034",5,4,12,4,8,61,43,2,2,5,3,2,30,24,3,2,7,1,6,31,19
"130060035",9,10,28,10,21,164,70,7,5,14,4,9,80,35,2,5,14,6,12,84,35
"130060036",32,31,64,25,37,192,66,15,17,32,15,12,94,30,17,14,32,10,25,98,36
"130060037",33,29,84,47,64,306,70,17,12,39,29,41,132,32,16,17,45,18,23,174,38
"130060038",32,39,108,47,77,409,151,14,26,56,28,38,185,76,18,13,52,19,39,224,75
"130060039",55,57,146,61,87,568,141,28,31,72,24,46,248,70,27,26,74,37,41,320,71
"130060040",2,4,10,9,8,64,41,1,3,5,6,4,29,19,1,1,5,3,4,35,22
"130060041",41,50,94,43,69,407,114,17,20,47,25,34,187,52,24,30,47,18,35,220,62
"130060042",13,18,30,25,23,158,50,5,6,19,14,9,68,24,8,12,11,11,14,90,26
"130060043",6,4,5,0,5,48,27,2,3,2,0,1,21,13,4,1,3,0,4,27,14
"130060044",61,66,146,87,111,730,182,30,36,58,45,62,354,83,31,30,88,42,49,376,99
"130060047",4,2,5,6,6,33,20,1,0,2,4,4,14,8,3,2,3,2,2,19,12
"130060049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130060050",2,0,2,0,0,9,3,1,0,0,0,0,4,2,1,0,2,0,0,5,1
"130060051",14,7,35,17,33,135,31,10,6,15,7,16,66,16,4,1,20,10,17,69,15
"130060052",4,11,17,6,10,115,36,3,7,9,2,6,49,19,1,4,8,4,4,66,17
"130060054",10,10,15,6,22,82,36,7,5,7,1,8,38,20,3,5,8,5,14,44,16
"130060056",5,4,8,7,4,45,16,1,3,7,3,2,19,8,4,1,1,4,2,26,8
"130060057",0,2,3,2,2,19,3,0,0,0,1,0,8,3,0,2,3,1,2,11,0
"130060058",20,16,52,19,48,216,50,10,12,33,8,27,102,31,10,4,19,11,21,114,19
"130060063",21,19,41,26,34,205,82,12,14,21,14,21,91,43,9,5,20,12,13,114,39
"130060064",2,3,7,4,2,28,5,1,1,7,4,0,15,3,1,2,0,0,2,13,2
"130060066",3,3,8,4,8,23,6,1,2,6,2,3,9,3,2,1,2,2,5,14,3
"130060067",0,1,1,2,2,7,3,0,0,1,1,0,6,1,0,1,0,1,2,1,2
"130060068",20,20,65,38,48,181,36,11,7,29,19,25,79,15,9,13,36,19,23,102,21
"130060069",8,13,32,13,9,100,34,4,6,11,6,4,40,16,4,7,21,7,5,60,18
"130060070",7,9,23,15,16,93,24,4,5,15,7,11,42,13,3,4,8,8,5,51,11
"130060071",1,2,3,1,3,10,7,0,1,0,1,3,4,3,1,1,3,0,0,6,4
"130060072",1,1,8,1,4,22,11,0,0,7,0,3,13,6,1,1,1,1,1,9,5
"130060073",14,20,21,26,19,145,42,8,9,11,13,14,72,16,6,11,10,13,5,73,26
"130060074",2,0,1,2,1,16,14,1,0,1,0,0,8,9,1,0,0,2,1,8,5
"130060076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130060077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130060078",1,1,4,4,6,16,4,0,1,2,0,1,8,2,1,0,2,4,5,8,2
"130060079",11,17,34,19,27,137,34,5,6,18,10,17,63,18,6,11,16,9,10,74,16
"130060080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130060081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130060082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070001",228,299,690,306,504,2935,656,114,141,318,153,255,1363,317,114,158,372,153,249,1572,339
"1300700010051",15,25,55,20,33,219,37,7,15,28,6,19,102,17,8,10,27,14,14,117,20
"1300700010066",0,0,4,3,5,27,7,0,0,0,0,0,16,3,0,0,0,0,3,13,4
"1300700010070",22,21,44,24,42,195,36,9,7,15,8,21,94,19,13,14,29,16,21,101,17
"1300700010085",60,66,166,66,116,697,192,35,28,80,43,57,328,87,25,38,86,23,59,369,105
"130070001009A",120,180,407,186,302,1743,371,61,90,187,91,154,800,183,59,90,220,95,148,943,188
"1300700010102",10,6,14,7,6,54,13,0,0,6,3,0,27,8,8,5,8,4,4,29,5
"130070005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070007",5,2,7,3,6,27,6,3,1,3,1,6,10,3,2,1,4,2,0,17,3
"130070008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070010",4,1,4,5,7,34,19,2,1,2,3,5,18,10,2,0,2,2,2,16,9
"130070011",0,1,0,0,2,2,2,0,0,0,0,1,1,1,0,1,0,0,1,1,1
"130070013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070018",0,0,0,2,3,8,5,0,0,0,1,0,4,3,0,0,0,1,3,4,2
"130070019",2,6,10,4,8,39,15,1,2,6,3,2,16,6,1,4,4,1,6,23,9
"130070020",2,1,5,2,3,16,6,1,0,4,0,3,8,3,1,1,1,2,0,8,3
"130070021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070024",29,47,83,46,66,437,125,13,23,43,24,35,189,65,16,24,40,22,31,248,60
"130070025",24,30,52,33,53,314,69,12,13,27,18,23,150,30,12,17,25,15,30,164,39
"130070026",0,0,1,2,4,8,2,0,0,0,1,1,4,0,0,0,1,1,3,4,2
"130070029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070032",24,18,51,28,42,322,92,16,11,28,14,25,143,45,8,7,23,14,17,179,47
"130070034",9,10,23,19,15,92,25,2,5,10,7,8,48,12,7,5,13,12,7,44,13
"130070035",29,29,62,29,49,323,59,13,17,27,14,26,156,26,16,12,35,15,23,167,33
"130070037",5,10,16,6,8,65,25,3,8,7,2,7,30,11,2,2,9,4,1,35,14
"130070038",1,1,4,0,0,10,6,1,1,0,0,0,5,3,0,0,4,0,0,5,3
"130070039",8,15,29,16,23,120,20,4,8,17,10,15,58,10,4,7,12,6,8,62,10
"130070041",4,2,5,2,1,16,4,3,2,2,2,0,8,2,1,0,3,0,1,8,2
"130070043",37,48,91,43,77,393,105,20,23,44,22,45,194,53,17,25,47,21,32,199,52
"130070046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070047",32,35,90,54,71,318,71,14,17,47,30,37,149,34,18,18,43,24,34,169,37
"130070048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070049",24,42,74,35,52,315,54,10,17,41,21,30,155,29,14,25,33,14,22,160,25
"130070051",15,30,51,25,40,223,60,8,19,28,13,21,95,39,7,11,23,12,19,128,21
"130070052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070055",9,5,10,4,5,63,7,3,3,4,2,1,27,3,6,2,6,2,4,36,4
"130070056",0,2,4,1,1,12,14,0,2,3,1,0,5,8,0,0,1,0,1,7,6
"130070064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070067",0,1,3,2,4,9,5,0,1,3,1,2,3,3,0,0,0,1,2,6,2
"130070068",0,0,0,1,1,0,5,0,0,0,1,1,0,3,0,0,0,0,0,0,2
"130070069",0,2,1,0,0,7,2,0,2,1,0,0,3,2,0,0,0,0,0,4,0
"130070071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070082",1,0,0,2,1,12,8,1,0,0,1,0,7,2,0,0,0,1,1,5,6
"130070085",0,2,1,1,1,10,5,0,2,1,0,1,5,1,0,0,0,1,0,5,4
"130070086",4,7,5,1,2,21,10,3,4,2,0,1,9,6,1,3,3,1,1,12,4
"130070090",0,0,2,0,3,11,3,0,0,2,0,0,5,1,0,0,0,0,3,6,2
"130070091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070098",2,0,5,6,6,24,2,1,0,4,3,4,13,1,1,0,1,3,2,11,1
"130070099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070104",0,1,4,0,3,8,1,0,0,2,0,2,4,0,0,1,2,0,1,4,1
"130070106",1,2,1,3,2,12,5,0,0,0,3,1,6,3,1,2,1,0,1,6,2
"130070108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070111",4,8,13,4,10,65,18,0,6,6,3,5,36,9,4,2,7,1,5,29,9
"130070114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070128",3,1,1,0,3,10,1,2,0,1,0,2,6,1,1,1,0,0,1,4,0
"130070136",2,8,14,7,5,46,16,0,4,4,5,3,20,8,2,4,10,2,2,26,8
"130070139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070167",1,2,2,0,1,9,3,1,2,0,0,0,5,1,0,0,2,0,1,4,2
"130070168",0,0,1,2,2,13,6,0,0,0,1,2,7,4,0,0,1,1,0,6,2
"130070169",1,0,1,0,0,7,0,0,0,0,0,0,4,0,1,0,1,0,0,3,0
"130070170",3,2,9,0,4,15,3,2,0,3,0,1,8,2,1,2,6,0,3,7,1
"130070171",2,1,1,0,1,7,0,0,0,1,0,0,4,0,2,1,0,0,1,3,0
"130070172",3,4,1,1,6,18,0,2,1,1,0,2,9,0,1,3,0,1,4,9,0
"130070173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070175",0,1,3,1,1,7,2,0,1,2,1,1,3,1,0,0,1,0,0,4,1
"130070176",1,0,5,1,3,13,4,0,0,1,1,1,6,2,1,0,4,0,2,7,2
"130070177",0,0,2,3,4,8,2,0,0,0,2,2,4,2,0,0,2,1,2,4,0
"130070178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130070179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080001",1158,1406,2855,1403,2447,15564,3958,566,733,1442,721,1213,7061,1767,592,673,1413,682,1234,8503,2191
"1300800010059",81,111,213,96,184,1402,481,45,59,109,53,97,687,213,36,52,104,43,87,715,268
"1300800010063",126,149,355,164,299,1987,688,62,83,196,81,142,878,306,64,66,159,83,157,1109,382
"1300800010097",158,198,400,214,335,2144,563,71,94,204,107,160,964,262,87,104,196,107,175,1180,301
"1300800010114",98,104,206,103,172,1012,154,53,55,101,58,85,445,72,45,49,105,45,87,567,82
"1300800010152",101,101,230,137,236,1436,545,56,55,112,67,135,636,229,45,46,118,70,101,800,316
"1300800010167",72,74,172,83,148,833,226,34,33,73,45,80,380,95,38,41,99,38,68,453,131
"1300800010171",87,109,258,114,212,1320,369,45,54,132,48,93,601,180,42,55,126,66,119,719,189
"1300800010186",61,89,194,91,151,977,208,28,41,95,43,70,447,99,33,48,99,48,81,530,109
"1300800010190",19,13,30,22,26,143,19,13,7,13,9,12,64,6,6,6,17,13,14,79,13
"1300800010203",21,25,52,25,39,226,34,8,16,29,12,16,107,13,13,9,23,13,23,119,21
"1300800010218",15,30,42,11,32,235,26,5,14,19,8,14,109,12,10,16,23,3,18,126,14
"1300800010237",5,9,10,3,6,48,7,0,7,4,3,3,20,4,4,0,6,0,3,28,3
"1300800010241",8,6,10,7,26,140,14,0,4,4,7,16,64,8,6,0,6,0,10,76,6
"1300800010256",20,43,55,27,42,296,27,9,22,25,14,22,138,16,11,21,30,13,20,158,11
"1300800010260",41,46,96,55,109,574,51,18,24,49,31,54,266,26,23,22,47,24,55,308,25
"1300800010275",4,0,4,3,9,47,6,0,0,0,0,6,28,0,3,0,0,3,3,21,4
"130080001028A",102,103,198,100,180,1052,206,50,61,99,59,81,479,90,52,42,99,41,99,573,116
"1300800010294",97,150,232,101,178,1271,310,42,74,123,56,96,557,128,55,76,109,45,82,714,182
"1300800010307",42,45,98,47,63,421,24,23,29,53,20,31,193,6,19,16,45,27,32,228,18
"130080002",53,45,80,49,80,513,107,30,25,44,25,49,249,45,23,20,36,24,31,264,62
"130080003",18,19,33,18,35,134,40,7,12,14,8,15,65,20,11,7,19,10,20,69,20
"130080004",19,11,27,14,25,123,33,12,7,14,7,13,59,17,7,4,13,7,12,64,16
"130080005",109,152,247,117,232,1465,371,58,88,116,59,112,700,177,51,64,131,58,120,765,194
"1300800050129",56,88,141,78,132,864,218,28,53,70,40,53,415,103,28,35,71,38,79,449,115
"1300800050133",53,64,106,39,100,601,153,30,35,46,19,59,285,74,23,29,60,20,41,316,79
"130080006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080007",36,30,83,40,80,409,136,19,14,44,23,45,194,70,17,16,39,17,35,215,66
"130080009",83,95,176,99,182,924,181,37,55,78,45,92,437,89,46,40,98,54,90,487,92
"130080011",139,142,372,140,282,1504,378,86,78,203,79,134,722,188,53,64,169,61,148,782,190
"1300800110148",48,58,138,56,104,565,121,30,32,89,32,54,275,62,18,26,49,24,50,290,59
"1300800110311",91,84,234,84,178,939,257,56,46,114,47,80,447,126,35,38,120,37,98,492,131
"130080013",37,29,49,39,46,247,37,20,12,31,18,22,116,19,17,17,18,21,24,131,18
"130080014",38,37,94,54,91,345,76,20,15,44,29,48,162,39,18,22,50,25,43,183,37
"130080015",15,11,38,24,36,165,69,6,7,20,13,19,86,39,9,4,18,11,17,79,30
"130080016",26,10,35,21,35,157,48,13,7,15,10,18,69,25,13,3,20,11,17,88,23
"130080017",8,7,11,8,10,59,27,4,4,3,6,5,26,13,4,3,8,2,5,33,14
"130080018",17,24,56,39,38,206,52,8,7,23,28,21,89,26,9,17,33,11,17,117,26
"130080019",23,34,59,30,58,316,90,12,19,31,16,30,138,43,11,15,28,14,28,178,47
"130080020",46,74,129,58,98,655,152,25,34,70,26,52,304,78,21,40,59,32,46,351,74
"130080021",3,2,5,6,4,30,16,1,1,3,3,2,15,8,2,1,2,3,2,15,8
"130080022",2,0,3,1,1,8,3,0,0,2,0,1,3,2,2,0,1,1,0,5,1
"130080023",2,5,12,11,14,77,26,0,2,7,6,9,39,17,2,3,5,5,5,38,9
"130080024",7,2,17,2,6,50,13,0,1,12,1,1,25,6,7,1,5,1,5,25,7
"130080026",11,15,23,11,18,121,30,8,12,9,7,11,60,17,3,3,14,4,7,61,13
"130080028",5,8,16,5,4,42,14,1,2,6,2,3,18,7,4,6,10,3,1,24,7
"130080032",13,12,16,13,9,91,23,7,7,8,6,4,43,11,6,5,8,7,5,48,12
"130080033",4,1,2,3,2,14,10,3,1,2,2,0,7,5,1,0,0,1,2,7,5
"130080035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080037",1,0,1,2,4,11,2,0,0,1,1,2,4,0,1,0,0,1,2,7,2
"130080039",1,0,2,0,1,7,1,1,0,2,0,1,4,0,0,0,0,0,0,3,1
"130080040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080041",1,0,2,0,0,4,5,1,0,1,0,0,2,3,0,0,1,0,0,2,2
"130080042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080043",0,0,3,3,0,4,6,0,0,3,1,0,2,3,0,0,0,2,0,2,3
"130080044",0,3,2,1,0,5,1,0,2,1,0,0,3,1,0,1,1,1,0,2,0
"130080045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080047",1,2,4,0,1,12,8,1,1,2,0,1,7,3,0,1,2,0,0,5,5
"130080048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080049",3,0,5,3,5,23,9,1,0,2,1,3,13,2,2,0,3,2,2,10,7
"130080051",51,37,102,41,71,424,89,28,22,38,24,35,215,38,23,15,64,17,36,209,51
"130080052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080053",3,3,5,3,7,23,7,2,0,3,2,5,11,6,1,3,2,1,2,12,1
"130080059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080062",2,4,7,5,5,22,12,2,3,1,3,2,9,5,0,1,6,2,3,13,7
"130080063",3,1,0,2,0,6,2,2,0,0,0,0,3,1,1,1,0,2,0,3,1
"130080067",4,3,10,3,3,42,5,1,2,5,3,2,19,1,3,1,5,0,1,23,4
"130080069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080100",5,5,6,0,4,22,4,2,3,3,0,1,12,2,3,2,3,0,3,10,2
"130080102",0,1,3,1,3,17,3,0,1,1,0,1,6,1,0,0,2,1,2,11,2
"130080106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080111",1,2,1,0,1,5,1,0,1,0,0,0,1,0,1,1,1,0,1,4,1
"130080114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080127",3,0,4,1,0,18,12,1,0,2,0,0,12,11,2,0,2,1,0,6,1
"130080141",1,0,5,1,2,12,2,1,0,3,0,1,3,1,0,0,2,1,1,9,1
"130080143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080194",3,0,4,3,3,10,4,2,0,1,0,2,3,1,1,0,3,3,1,7,3
"130080200",29,39,69,25,54,319,60,15,22,30,12,29,151,28,14,17,39,13,25,168,32
"130080201",1,0,3,0,2,7,3,0,0,1,0,2,3,1,1,0,2,0,0,4,2
"130080202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080205",1,0,2,2,4,10,5,1,0,1,1,1,5,1,0,0,1,1,3,5,4
"130080206",5,3,4,4,8,45,9,2,2,3,3,4,22,6,3,1,1,1,4,23,3
"130080208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080210",0,0,1,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0
"130080211",2,2,0,1,9,31,6,1,0,0,0,6,16,2,1,2,0,1,3,15,4
"130080213",0,0,2,1,0,5,0,0,0,2,0,0,3,0,0,0,0,1,0,2,0
"130080215",1,1,2,0,2,5,0,1,1,2,0,1,2,0,0,0,0,0,1,3,0
"130080216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080218",21,28,38,26,34,205,33,8,12,18,9,19,97,15,13,16,20,17,15,108,18
"130080219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080220",0,4,2,0,1,8,4,0,0,1,0,0,4,1,0,4,1,0,1,4,3
"130080221",1,2,1,0,0,6,1,0,1,0,0,0,3,1,1,1,1,0,0,3,0
"130080222",1,2,3,0,1,8,4,0,2,1,0,0,5,3,1,0,2,0,1,3,1
"130080223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080230",4,4,13,4,7,39,7,4,1,4,3,2,17,4,0,3,9,1,5,22,3
"130080233",3,7,23,11,20,88,15,1,3,13,6,12,42,5,2,4,10,5,8,46,10
"130080235",1,1,6,4,9,25,6,0,0,3,3,3,9,3,1,1,3,1,6,16,3
"130080236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130080237",5,3,14,6,10,48,2,2,2,10,4,7,22,0,3,1,4,2,3,26,2
"130080238",3,0,2,2,3,20,3,3,0,0,1,2,11,1,0,0,2,1,1,9,2
"130090001",157,210,436,181,337,1879,378,77,106,228,90,165,880,170,80,104,208,91,172,999,208
"1300900010060",26,24,41,13,39,173,33,12,13,19,5,16,78,17,14,11,22,8,23,95,16
"1300900010126",39,51,112,58,104,510,107,17,29,61,27,52,242,57,22,22,51,31,52,268,50
"1300900010130",25,38,110,42,77,419,80,12,21,70,24,46,197,30,13,17,40,18,31,222,50
"1300900010145",20,20,34,14,17,200,47,13,6,12,5,7,91,18,7,14,22,9,10,109,29
"130090001015A",47,77,139,54,100,577,111,23,37,66,29,44,272,48,24,40,73,25,56,305,63
"130090002",74,89,173,77,140,770,167,39,44,84,39,66,359,76,35,45,89,38,74,411,91
"130090003",24,21,45,16,51,233,60,17,7,18,9,16,109,29,7,14,27,7,35,124,31
"130090004",20,29,53,28,43,267,85,11,17,28,11,16,127,45,9,12,25,17,27,140,40
"130090005",86,146,300,132,251,1436,321,43,79,155,69,130,684,142,43,67,145,63,121,752,179
"1300900050107",53,98,182,75,147,834,162,29,54,94,40,78,393,72,24,44,88,35,69,441,90
"1300900050111",33,48,118,57,104,602,159,14,25,61,29,52,291,70,19,23,57,28,52,311,89
"130090006",36,46,110,48,84,549,151,19,25,51,29,45,245,80,17,21,59,19,39,304,71
"130090007",78,119,221,109,183,939,174,42,65,118,56,85,456,74,36,54,103,53,98,483,100
"130090008",44,59,130,55,72,536,133,26,31,71,27,26,243,72,18,28,59,28,46,293,61
"130090009",14,25,60,38,30,225,92,4,12,30,20,18,110,43,10,13,30,18,12,115,49
"130090010",0,1,1,2,0,6,1,0,0,1,0,0,4,0,0,1,0,2,0,2,1
"130090011",90,114,228,104,235,1222,250,45,58,114,47,112,583,124,45,56,114,57,123,639,126
"130090012",38,40,86,33,60,397,84,15,23,52,22,32,182,39,23,17,34,11,28,215,45
"130090013",27,40,86,35,66,417,59,16,22,44,19,38,196,30,11,18,42,16,28,221,29
"130090016",7,12,19,15,17,85,19,3,5,7,5,7,41,12,4,7,12,10,10,44,7
"130090017",4,1,4,6,5,31,14,2,0,0,2,0,15,6,2,1,4,4,5,16,8
"130090018",37,50,136,69,86,476,102,17,21,68,37,43,219,48,20,29,68,32,43,257,54
"130090020",45,44,114,62,113,509,122,19,24,53,28,58,233,57,26,20,61,34,55,276,65
"130090021",1,3,11,7,17,73,15,1,0,8,3,7,39,9,0,3,3,4,10,34,6
"130090024",3,6,9,4,10,44,7,3,3,2,2,3,22,2,0,3,7,2,7,22,5
"130090027",3,3,1,3,8,28,9,1,1,0,1,4,13,4,2,2,1,2,4,15,5
"130090028",2,3,10,3,9,33,5,2,1,7,1,2,17,3,0,2,3,2,7,16,2
"130090029",2,4,6,2,9,43,12,1,1,6,1,4,18,5,1,3,0,1,5,25,7
"130090030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130090031",9,9,28,16,20,130,22,3,3,14,9,14,67,10,6,6,14,7,6,63,12
"130090032",1,5,18,6,10,73,19,0,3,10,1,8,36,10,1,2,8,5,2,37,9
"130090033",1,6,12,5,0,28,7,0,3,9,1,0,14,5,1,3,3,4,0,14,2
"130100001",257,332,657,344,590,3820,924,124,182,321,162,272,1822,457,133,150,336,182,318,1998,467
"1301000010023",84,103,213,109,188,1352,468,35,53,100,61,82,641,222,49,50,113,48,106,711,246
